prop	clks	bids	imps	budget	spend	algo	para	revenue	roi	campaign
16	16	28357	20410	2134985	2135003	rand	440	-238634.182622	-0.111779257108	3358
16	21	27910	20367	2134985	2135099	rand	450	353949.510309	0.165795185778	3358
16	19	27741	20255	2134985	2135011	rand	460	117010.033137	0.0548115408859	3358
16	16	27359	20227	2134985	2135166	rand	470	-238679.182622	-0.111797979133	3358
16	25	27089	20107	2134985	2135081	rand	480	827903.464654	0.387783155534	3358
16	21	26890	20066	2134985	2135015	rand	490	353865.510309	0.165749317223	3358
16	18	26207	19883	2134985	2135019	rand	500	-1717.70544919	-0.000804552284112	3358
16	192	300928	1303	2134985	205448	lin	2	22549381.8085	109.757124959	3358
16	196	300928	1716	2134985	250856	lin	4	22978032.7629	91.5984977951	3358
16	200	300928	2017	2134985	274021	lin	6	23428926.7172	85.5004788583	3358
16	204	300928	2378	2134985	301003	lin	8	23876003.6716	79.3214807546	3358
16	204	300928	2752	2134985	324554	lin	10	23852452.6716	73.4930170991	3358
16	205	300928	3066	2134985	342528	lin	12	23952993.4102	69.9300302754	3358
16	206	300928	3473	2134985	363176	lin	14	24050860.1487	66.2237046191	3358
16	207	300928	3880	2134985	382717	lin	16	24149833.8873	63.1010221321	3358
16	208	300928	4366	2134985	404553	lin	18	24246512.6259	59.9340818778	3358
16	208	300928	4861	2134985	426029	lin	20	24225036.6259	56.8624122441	3358
16	210	300928	6172	2134985	488406	lin	25	24399689.1031	49.9577996648	3358
16	211	300928	7679	2134985	564397	lin	30	24442212.8417	43.3067731432	3358
16	214	300928	9421	2134985	674602	lin	35	24687552.0574	36.5957291224	3358
16	218	300928	11401	2134985	808026	lin	40	25028187.0118	30.9744822713	3358
16	218	300928	13627	2134985	965611	lin	45	24870602.0118	25.7563366737	3358
16	221	300928	16056	2134985	1147189	lin	50	25044568.2275	21.8312485803	3358
16	223	300928	18661	2134985	1343986	lin	55	25084800.7047	18.6644806603	3358
16	224	300928	21539	2134985	1548706	lin	60	24998595.4433	16.1416017264	3358
16	227	300928	24518	2134985	1770559	lin	65	25132286.6591	14.1945490995	3358
16	229	300928	27572	2134985	1997122	lin	70	25142753.1362	12.5894928483	3358
16	220	279915	29114	2134985	2135084	lin	75	23938300.489	11.2126233354	3358
16	207	258111	29044	2134985	2135185	lin	80	22397581.8873	10.490822999	3358
16	172	220395	29486	2134985	2135032	lin	85	18249739.0368	8.54870396835	3358
16	149	192040	29602	2134985	2135019	lin	90	15523820.0493	7.27153242124	3358
16	138	177149	28786	2134985	2135007	lin	95	14220081.9249	6.66060966471	3358
16	129	163127	28214	2134985	2135008	lin	100	13153470.2776	6.16107512496	3358
16	120	148016	27556	2134985	2135041	lin	110	12086930.6303	5.6617554261	3358
16	99	131893	27694	2134985	2135052	lin	120	9598018.12003	4.4956830751	3358
16	87	120304	27714	2134985	2135018	lin	130	8175804.257	3.82945597425	3358
16	80	109004	27550	2134985	2135113	lin	140	7346326.08689	3.44113907931	3358
16	71	99355	27301	2134985	2134986	lin	150	6279578.43962	2.9412986235	3358
16	66	90778	26474	2134985	2135014	lin	160	5687035.74669	2.66379558117	3358
16	64	80634	25012	2134985	2135010	lin	170	5450010.26951	2.55277812911	3358
16	63	74814	23909	2134985	2135074	lin	180	5331517.53093	2.49730200975	3358
16	60	67925	22861	2134985	2135100	lin	190	4975934.31517	2.33070297439	3358
16	60	64847	22090	2134985	2135030	lin	200	4975903.31517	2.33065461246	3358
16	60	61462	21310	2134985	2135009	lin	210	4975952.31517	2.33073105615	3358
16	58	57661	20219	2134985	2135049	lin	220	4738881.838	2.2196448564	3358
16	57	55279	20107	2134985	2134986	lin	230	4620375.09941	2.16414559462	3358
